"id_order","product_id","product_name","product_price"
"6889","1322","Szal indyjski wielokolorowy wyszywany","109.000000"
"6889","6034","Szal indyjski w kolorze bordowym","99.000000"
"6889","6040","Szal indyjski w kolorze bordowym","99.000000"
"6909","1375","Szal indyjski w kolorze zielonym","159.000000"
"6909","6379","Czapka z kaszmiru mêska, cieniowana w kolorze br¹zowym","179.000000"
"6909","6576","Wielokolorowy szal indyjski","164.000000"
"6909","6377","Czapka z kaszmiru mêska w kolorze granatowym","179.000000"
"6909","2251","Czarny szal z we³ny","99.000000"
"7460","7217","Wyszywany szal Aari z we³ny merino w kolorze be¿owym","279.000000"
"7460","154","Szal  z jedwabiu w kolorze miedzianym","79.000000"
"7460","6654","Szal z jedwabiu dwustronny, wielokolorowy","120.000000"
"7460","185","Szal z jedwabiu w kolorze ¿ó³to-pomarañczowym","79.000000"
"7460","169","Szal z jedwabiu w kolorze jasno zielonym","79.000000"
"7460","7253","Szal z we³ny merino z wzorem orientalnym","279.000000"
"7460","2720","Rêcznie malowany szal o wzorze wspó³czesnym","155.000000"
"7460","6651","Szal z jedwabiu dwustronny, wielokolorowy","120.000000"
"7460","6381","Czapka z kaszmiru mêska, cieniowana w kolorze zielonym","179.000000"
"7483","6929","Szal z kaszmiru z podwójnym przeplotem w kolorze bordowym","460.000000"
"7483","2729","Rêcznie malowany szal o wzorze wspó³czesnym","155.000000"
"7491","5282","Szal z we³ny merino w kolorze szmaragdowym","170.000000"
"7491","6129","Szal z kaszmiru cieniowany szary","269.000000"
"8471","6963","We³niany szal indyjski Kani","255.000000"
"8471","6331","Fioletowo zielony szal indyjski","164.000000"
"8471","2164","Szal indyjski w kolorze bordowym","159.000000"
"8471","6015","Szal indyjski w kolorze jasno br¹zowym","99.000000"
"8471","6037","Szal indyjski w kolorze bordowym","99.000000"
"9353","4311","Szal z jedwabiu dwustronny, w kolorze jasno szaro z³otym","172.000000"
"9353","8280","Szal z jedwabiu w kolorze be¿owym","190.000000"
"9433","7884","Szal z we³ny merino z koronk¹ w kolorze czarnym","289.000000"
"9433","8588","Szal wieczorowy w kolorze czarnym","170.000000"
"10525","2747","Rêcznie malowany szal ze wzorem kwiatowym","135.000000"
"10525","8046","Szal z jedwabiu czarno bia³y","172.000000"
"10525","8039","Szal z jedwabiu cieniowany szaro czarny","172.000000"
